tmsp,country,amount,success,PSP,3D_secured,card
2024-06-30 13:48:32,Austria,463.22,0,PSP4,1,Visa
2024-06-30 13:48:55,Austria,463.22,0,PSP4,1,Visa
2024-06-30 13:52:57,France,212.25,0,PSP1,0,Gold
2024-06-30 14:17:21,Spain,31.3,0,PSP5,1,Platinum
2024-06-30 14:17:25,Spain,31.3,0,PSP5,1,Platinum
2024-06-30 14:32:54,France,289.85,1,PSP3,1,Visa
2024-06-30 14:33:04,France,255.68,0,PSP4,0,Master
2024-06-30 14:40:29,Spain,339.21,1,PSP5,0,Visa
2024-06-30 14:50:38,Austria,18.3,0,PSP1,0,Platinum
2024-06-30 14:50:53,Austria,18.3,0,PSP1,0,Platinum
2024-06-30 14:51:25,Austria,18.3,0,PSP1,0,Platinum
2024-06-30 14:54:14,Germany,87.19,1,PSP2,1,Gold
2024-06-30 15:00:06,France,475.04,0,PSP3,0,Platinum
2024-06-30 15:08:36,France,478.51,0,PSP2,0,Master
2024-06-30 15:10:49,Austria,294.81,0,PSP5,0,Visa
2024-06-30 15:12:22,Germany,152.62,0,PSP5,0,Gold
2024-06-30 15:12:28,Austria,342.23,1,PSP4,1,Platinum
2024-06-30 15:23:32,Germany,392.78,1,PSP4,1,Gold
2024-06-30 15:26:12,Germany,161.31,1,PSP4,0,Platinum
2024-06-30 15:28:10,France,64.81,0,PSP2,0,Visa
2024-06-30 15:28:50,France,64.81,0,PSP2,0,Visa
2024-06-30 15:28:58,France,320.43,0,PSP1,1,Platinum
2024-06-30 15:29:22,France,5.36,1,PSP4,1,Platinum
2024-06-30 15:39:41,Germany,174.03,1,PSP3,1,Master
2024-06-30 15:51:14,Spain,75.37,0,PSP4,1,Platinum
2024-06-30 16:07:16,France,398.79,0,PSP1,0,Platinum
2024-06-30 16:07:19,France,398.79,0,PSP1,0,Platinum
2024-06-30 16:07:59,France,398.79,0,PSP1,0,Platinum
2024-06-30 16:18:34,Germany,483.35,0,PSP3,0,Gold
2024-06-30 16:32:20,France,129.73,1,PSP1,1,Visa
2024-06-30 16:43:48,Spain,314.16,1,PSP4,1,Gold
2024-06-30 17:04:58,Germany,406.89,1,PSP3,1,Visa
2024-06-30 17:06:18,Germany,154.46,0,PSP3,1,Visa
2024-06-30 17:06:58,Germany,154.46,0,PSP3,1,Visa
2024-06-30 17:09:38,Spain,170.06,0,PSP4,1,Gold
2024-06-30 17:40:38,Austria,321.22,1,PSP4,0,Master
2024-06-30 17:42:28,Austria,346.53,1,PSP5,0,Platinum
2024-06-30 17:43:22,Spain,363.72,0,PSP4,0,Master
2024-06-30 17:44:29,Austria,369.8,1,PSP1,1,Gold
2024-06-30 18:17:02,Germany,360.32,1,PSP2,0,Gold
2024-06-30 18:17:39,Germany,322.71,0,PSP5,0,Visa
2024-06-30 18:21:46,France,408.76,1,PSP2,1,Gold
2024-06-30 19:02:42,Spain,398.15,1,PSP3,1,Visa
2024-06-30 19:06:31,France,215.35,1,PSP2,0,Gold
2024-06-30 19:19:40,Spain,311.07,0,PSP5,1,Gold
2024-06-30 19:22:59,France,96.72,0,PSP4,1,Visa
2024-06-30 19:29:41,Germany,208.0,0,PSP5,0,Visa
2024-06-30 19:38:55,France,239.65,0,PSP3,1,Master
2024-06-30 19:58:30,Austria,190.9,0,PSP2,0,Gold
2024-06-30 19:58:52,Austria,190.9,0,PSP2,0,Gold
2024-06-30 19:58:52,Austria,190.9,0,PSP2,0,Gold
2024-06-30 19:59:27,Austria,190.9,0,PSP2,0,Gold
2024-06-30 20:13:03,Germany,394.19,0,PSP3,1,Gold
2024-06-30 20:13:43,Spain,80.33,0,PSP5,0,Master
2024-06-30 20:17:26,Spain,251.14,0,PSP2,1,Gold
2024-06-30 20:45:55,Spain,468.68,1,PSP4,0,Master
2024-06-30 20:53:19,Spain,484.43,1,PSP4,1,Visa
2024-06-30 21:27:38,Germany,156.52,0,PSP5,0,Master
2024-06-30 22:11:01,Germany,414.9,0,PSP2,1,Platinum
2024-06-30 22:18:06,France,67.75,1,PSP2,1,Platinum
2024-06-30 22:38:48,Spain,56.87,0,PSP5,0,Gold
2024-06-30 22:41:55,France,155.59,0,PSP4,0,Gold
2024-06-30 22:41:56,France,338.07,1,PSP4,0,Master
2024-06-30 22:58:54,Austria,243.73,0,PSP4,1,Master
2024-06-30 23:02:41,Spain,412.05,1,PSP3,1,Platinum
2024-06-30 23:44:00,Austria,330.1,1,PSP4,1,Visa
2024-06-30 23:51:54,France,467.98,1,PSP2,1,Platinum
2024-06-30 23:59:32,Spain,473.43,1,PSP1,0,Gold
2024-07-01 00:00:41,Austria,232.3,0,PSP2,1,Master
2024-07-01 00:13:52,Austria,213.82,1,PSP3,1,Gold
2024-07-01 00:15:01,France,159.95,0,PSP2,0,Platinum
2024-07-01 00:15:27,France,159.95,0,PSP2,0,Platinum
2024-07-01 00:15:57,France,159.95,0,PSP2,0,Platinum
2024-07-01 00:22:23,France,304.12,0,PSP5,0,Gold
2024-07-01 00:26:07,France,46.65,0,PSP1,0,Master
2024-07-01 00:37:05,Austria,170.33,1,PSP2,0,Platinum
2024-07-01 00:43:07,Spain,275.22,0,PSP1,1,Visa
2024-07-01 00:43:28,Spain,275.22,0,PSP1,1,Visa
2024-07-01 00:43:34,Spain,275.22,0,PSP1,1,Visa
2024-07-01 00:44:06,Spain,275.22,0,PSP1,1,Visa
2024-07-01 00:55:44,Austria,27.53,0,PSP2,1,Master
2024-07-01 00:56:07,Austria,27.53,0,PSP2,1,Master
2024-07-01 00:56:25,Austria,27.53,0,PSP2,1,Master
2024-07-01 00:58:59,Germany,472.41,1,PSP4,0,Gold
2024-07-01 01:16:44,Germany,39.44,0,PSP1,0,Master
2024-07-01 01:16:59,Germany,39.44,0,PSP1,0,Master
2024-07-01 01:36:15,France,292.85,1,PSP5,0,Master
2024-07-01 01:39:43,Germany,174.52,0,PSP1,1,Master
2024-07-01 01:40:36,Germany,174.52,0,PSP1,1,Master
2024-07-01 01:48:28,Spain,194.76,1,PSP1,0,Platinum
2024-07-01 02:06:16,Germany,309.97,1,PSP4,1,Platinum
2024-07-01 02:18:36,Germany,215.82,1,PSP5,0,Master
2024-07-01 02:40:38,Austria,80.53,1,PSP3,1,Master
2024-07-01 03:06:12,Germany,446.53,1,PSP2,1,Master
2024-07-01 03:17:46,France,122.65,0,PSP4,0,Gold
2024-07-01 03:29:50,Spain,105.81,1,PSP3,0,Visa
2024-07-01 03:40:09,Austria,214.73,0,PSP3,0,Gold
2024-07-01 03:44:13,Germany,184.66,1,PSP1,1,Platinum
2024-07-01 03:55:29,Germany,351.87,0,PSP1,0,Master
2024-07-01 03:55:59,Germany,351.87,0,PSP1,0,Master
2024-07-01 04:09:24,Germany,235.94,0,PSP5,0,Gold
2024-07-01 04:24:03,Austria,420.79,1,PSP5,0,Master
2024-07-01 04:25:42,Spain,199.22,0,PSP2,0,Visa
2024-07-01 04:28:33,France,30.09,1,PSP4,1,Platinum
2024-07-01 04:33:55,Spain,436.31,0,PSP3,1,Platinum
2024-07-01 04:36:31,Germany,34.51,1,PSP5,1,Master
2024-07-01 04:37:16,Austria,183.41,1,PSP3,1,Visa
2024-07-01 04:38:07,Germany,393.24,1,PSP2,0,Platinum
2024-07-01 04:46:09,Germany,154.86,0,PSP5,1,Gold
2024-07-01 04:48:03,Austria,81.92,0,PSP2,1,Platinum
2024-07-01 04:58:38,Austria,494.58,0,PSP4,0,Platinum
2024-07-01 05:09:20,France,167.57,1,PSP5,1,Gold
2024-07-01 05:10:03,Germany,59.79,1,PSP1,0,Gold
2024-07-01 05:23:51,Germany,271.73,1,PSP3,0,Visa
2024-07-01 05:24:52,Austria,64.54,0,PSP4,1,Master
2024-07-01 05:25:07,Austria,64.54,0,PSP4,1,Master
2024-07-01 05:25:24,Austria,64.54,0,PSP4,1,Master
2024-07-01 05:25:50,Austria,64.54,0,PSP4,1,Master
2024-07-01 05:29:56,Spain,240.45,1,PSP1,1,Platinum
2024-07-01 05:36:32,Spain,404.26,1,PSP5,1,Gold
2024-07-01 05:45:08,Germany,467.07,1,PSP1,1,Gold
2024-07-01 05:53:29,Spain,339.21,1,PSP1,0,Visa
2024-07-01 05:56:26,Germany,488.75,1,PSP5,1,Master
2024-07-01 06:06:54,France,258.21,1,PSP2,1,Master
2024-07-01 06:07:14,France,116.56,0,PSP2,0,Master
2024-07-01 06:12:35,Spain,11.53,0,PSP3,0,Visa
2024-07-01 06:29:32,Spain,90.05,0,PSP1,1,Master
2024-07-01 07:09:57,Spain,274.08,0,PSP2,1,Platinum
2024-07-01 07:10:21,Spain,274.08,0,PSP2,1,Platinum
2024-07-01 07:19:04,Austria,450.82,0,PSP5,1,Platinum
2024-07-01 07:19:52,Spain,284.71,0,PSP3,0,Platinum
2024-07-01 07:20:04,Austria,450.82,0,PSP5,1,Platinum
2024-07-01 07:54:50,Germany,435.15,0,PSP1,0,Platinum
2024-07-01 07:55:00,Germany,435.15,0,PSP1,0,Platinum
2024-07-01 07:55:17,Germany,435.15,0,PSP1,0,Platinum
2024-07-01 08:02:29,Austria,403.73,0,PSP5,1,Master
2024-07-01 08:02:46,Austria,403.73,0,PSP5,1,Master
2024-07-01 08:03:09,Austria,403.73,0,PSP5,1,Master
2024-07-01 08:03:16,Austria,403.73,0,PSP5,1,Master
2024-07-01 08:04:22,Germany,12.65,0,PSP5,1,Platinum
2024-07-01 08:04:49,France,409.5,0,PSP4,1,Platinum
2024-07-01 08:04:55,France,409.5,0,PSP4,1,Platinum
2024-07-01 08:05:39,France,409.5,0,PSP4,1,Platinum
2024-07-01 08:05:40,Spain,455.98,1,PSP1,0,Platinum
2024-07-01 08:06:03,Austria,265.58,0,PSP1,0,Master
2024-07-01 08:16:55,Austria,333.82,1,PSP1,1,Gold
2024-07-01 08:19:53,Spain,432.96,0,PSP4,0,Master
2024-07-01 08:20:12,Spain,432.96,0,PSP4,0,Master
2024-07-01 08:28:43,Spain,276.78,1,PSP5,1,Platinum
2024-07-01 08:35:42,Austria,393.81,0,PSP3,1,Gold
2024-07-01 08:41:39,France,233.35,1,PSP3,0,Gold
2024-07-01 08:49:15,Germany,354.8,0,PSP5,1,Gold
2024-07-01 08:49:41,Spain,94.71,0,PSP3,0,Platinum
2024-07-01 08:51:12,France,209.67,0,PSP4,1,Master
2024-07-01 08:51:25,France,209.67,0,PSP4,1,Master
2024-07-01 08:51:31,France,209.67,0,PSP4,1,Master
2024-07-01 08:51:46,France,209.67,0,PSP4,1,Master
2024-07-01 08:57:20,Spain,22.93,1,PSP4,0,Visa
2024-07-01 08:57:53,Austria,445.46,1,PSP5,1,Visa
2024-07-01 09:06:32,Spain,26.83,1,PSP4,0,Visa
2024-07-01 09:07:53,France,313.79,0,PSP2,0,Platinum
2024-07-01 09:13:41,France,191.77,0,PSP2,1,Gold
2024-07-01 09:16:06,France,237.66,1,PSP4,1,Visa
2024-07-01 09:28:36,Germany,154.17,1,PSP1,1,Visa
2024-07-01 09:37:22,Germany,448.76,0,PSP1,1,Platinum
2024-07-01 09:53:15,France,328.12,1,PSP4,1,Master
2024-07-01 09:53:43,Austria,317.04,1,PSP1,1,Visa
2024-07-01 10:01:13,Germany,123.08,0,PSP1,0,Platinum
2024-07-01 10:03:06,France,341.04,1,PSP3,1,Visa
2024-07-01 10:13:47,France,105.42,0,PSP1,0,Gold
2024-07-01 10:14:28,France,105.42,0,PSP1,0,Gold
2024-07-01 10:16:42,Austria,354.57,1,PSP1,0,Gold
2024-07-01 10:41:40,Germany,96.79,0,PSP4,0,Master
2024-07-01 10:54:01,Germany,428.15,1,PSP5,0,Gold
2024-07-01 11:00:20,Spain,105.54,1,PSP2,0,Master
2024-07-01 11:05:24,France,463.57,1,PSP1,1,Platinum
2024-07-01 11:11:09,Germany,195.08,0,PSP5,1,Platinum
2024-07-01 11:11:57,Germany,195.08,0,PSP5,1,Platinum
2024-07-01 11:14:36,Spain,95.14,0,PSP4,0,Master
2024-07-01 11:15:31,Spain,95.14,0,PSP4,0,Master
2024-07-01 11:25:59,Spain,496.53,0,PSP1,1,Master
2024-07-01 11:29:19,Spain,465.27,0,PSP3,0,Gold
2024-07-01 11:34:22,Germany,354.09,0,PSP1,0,Visa
2024-07-01 11:34:22,Germany,354.09,0,PSP1,0,Visa
2024-07-01 11:34:35,Germany,354.09,0,PSP1,0,Visa
2024-07-01 11:34:38,Germany,354.09,0,PSP1,0,Visa
2024-07-01 11:34:50,Austria,113.71,1,PSP3,0,Master
2024-07-01 11:36:42,Germany,409.53,0,PSP3,1,Gold
2024-07-01 11:56:50,Austria,221.83,1,PSP1,0,Gold
2024-07-01 11:59:55,Austria,266.97,0,PSP4,0,Master
2024-07-01 12:03:13,France,399.44,0,PSP4,0,Master
2024-07-01 12:05:04,France,359.0,1,PSP5,1,Platinum
2024-07-01 12:09:22,Germany,76.84,1,PSP4,0,Visa
2024-07-01 12:10:23,France,406.12,0,PSP4,1,Platinum
2024-07-01 12:16:54,Germany,405.22,0,PSP3,0,Visa
2024-07-01 12:27:26,Spain,217.62,1,PSP1,1,Master
2024-07-01 12:50:30,Spain,71.57,1,PSP1,0,Master
2024-07-01 12:51:07,Spain,432.75,1,PSP1,1,Platinum
2024-07-01 12:57:27,France,154.84,0,PSP4,1,Visa
2024-07-01 13:16:57,Spain,379.66,0,PSP1,1,Visa
2024-07-01 13:21:49,Spain,176.14,0,PSP1,0,Master
2024-07-01 13:28:50,France,225.38,0,PSP1,0,Master
2024-07-01 13:28:55,France,225.38,0,PSP1,0,Master
2024-07-01 13:29:12,France,225.38,0,PSP1,0,Master
2024-07-01 13:30:24,France,334.94,1,PSP2,1,Platinum
2024-07-01 13:30:41,Germany,374.18,0,PSP3,1,Visa
2024-07-01 13:36:23,Germany,236.82,1,PSP5,1,Gold
2024-07-01 13:39:43,Austria,128.13,0,PSP2,0,Platinum
2024-07-01 13:39:57,Austria,128.13,0,PSP2,0,Platinum
2024-07-01 14:07:31,Spain,83.69,1,PSP5,1,Master
2024-07-01 14:07:40,Germany,227.62,0,PSP4,0,Master
2024-07-01 14:08:13,Germany,227.62,0,PSP4,0,Master
2024-07-01 14:08:29,Germany,227.62,0,PSP4,0,Master
2024-07-01 14:20:54,Austria,96.34,0,PSP2,1,Platinum
2024-07-01 14:21:15,Austria,96.34,0,PSP2,1,Platinum
2024-07-01 14:21:18,Austria,96.34,0,PSP2,1,Platinum
2024-07-01 14:36:33,Spain,45.68,0,PSP5,1,Master
2024-07-01 14:37:06,Spain,45.68,0,PSP5,1,Master
2024-07-01 14:37:23,Spain,45.68,0,PSP5,1,Master
2024-07-01 14:49:14,France,310.32,0,PSP4,1,Master
2024-07-01 15:00:28,Austria,181.63,0,PSP1,0,Visa
2024-07-01 15:09:53,Austria,383.71,1,PSP4,1,Visa
2024-07-01 15:10:58,Germany,91.19,0,PSP2,0,Master
2024-07-01 15:11:09,Spain,486.21,1,PSP3,1,Platinum
2024-07-01 15:14:22,Austria,457.72,1,PSP2,1,Gold
2024-07-01 15:26:18,Austria,440.53,1,PSP2,1,Gold
2024-07-01 15:36:32,Austria,428.5,0,PSP5,1,Gold
2024-07-01 15:41:05,Germany,387.72,0,PSP3,0,Visa
2024-07-01 15:54:54,Germany,296.1,1,PSP2,0,Master
2024-07-01 16:04:39,France,270.65,1,PSP3,1,Master
2024-07-01 16:21:28,Spain,137.57,0,PSP5,1,Visa
2024-07-01 16:21:45,Spain,137.57,0,PSP5,1,Visa
2024-07-01 16:21:47,Spain,137.57,0,PSP5,1,Visa
2024-07-01 16:22:17,Spain,137.57,0,PSP5,1,Visa
2024-07-01 16:27:21,Germany,497.09,1,PSP3,1,Gold
2024-07-01 16:28:03,Austria,173.61,0,PSP5,1,Visa
2024-07-01 16:29:54,Germany,93.49,1,PSP3,0,Gold
2024-07-01 16:36:03,Austria,203.64,0,PSP1,0,Master
2024-07-01 16:56:18,Germany,79.6,1,PSP3,0,Master
2024-07-01 17:13:00,Austria,367.05,0,PSP3,1,Gold
2024-07-01 17:15:07,France,192.47,0,PSP3,0,Visa
2024-07-01 17:16:45,France,398.56,0,PSP2,1,Visa
2024-07-01 17:26:45,France,254.79,1,PSP5,1,Visa
2024-07-01 17:35:11,Germany,81.77,0,PSP3,0,Gold
2024-07-01 17:35:56,Germany,285.74,0,PSP5,1,Visa
2024-07-01 17:42:52,Germany,226.49,0,PSP1,1,Gold
2024-07-01 17:43:02,Germany,76.82,1,PSP3,1,Platinum
2024-07-01 17:45:32,Spain,248.68,0,PSP1,1,Master
2024-07-01 17:46:16,Spain,166.91,1,PSP1,1,Platinum
2024-07-01 18:26:21,Austria,203.81,1,PSP4,1,Gold
2024-07-01 18:32:42,France,484.95,1,PSP5,1,Gold
2024-07-01 18:38:22,Austria,350.09,1,PSP4,0,Gold
2024-07-01 18:41:29,Germany,105.36,0,PSP3,0,Visa
2024-07-01 18:41:57,Germany,105.36,0,PSP3,0,Visa
2024-07-01 18:41:59,Germany,105.36,0,PSP3,0,Visa
2024-07-01 18:42:14,Germany,105.36,0,PSP3,0,Visa
2024-07-01 19:08:18,France,441.1,1,PSP5,0,Master
2024-07-01 19:14:36,France,182.53,1,PSP1,0,Platinum
2024-07-01 19:19:21,Austria,48.65,0,PSP5,1,Gold
2024-07-01 19:34:14,Austria,259.81,1,PSP4,1,Visa
2024-07-01 19:35:19,Spain,396.17,0,PSP3,0,Master
2024-07-01 19:42:48,Austria,313.77,1,PSP2,1,Master
2024-07-01 19:56:26,France,81.57,1,PSP4,1,Visa
2024-07-01 19:57:47,Austria,313.92,1,PSP5,1,Master
2024-07-01 20:00:36,France,94.06,1,PSP2,0,Master
2024-07-01 20:09:41,Germany,11.97,0,PSP1,1,Platinum
2024-07-01 20:28:07,Germany,470.84,0,PSP2,1,Visa
2024-07-01 20:29:30,Spain,314.63,1,PSP5,0,Gold
2024-07-01 20:30:48,Spain,251.15,1,PSP4,0,Master
2024-07-01 20:34:06,Austria,325.53,0,PSP4,0,Master
2024-07-01 20:58:38,Germany,107.05,1,PSP1,1,Platinum
2024-07-01 21:13:18,Germany,278.81,0,PSP1,0,Master
2024-07-01 21:15:10,Spain,340.27,0,PSP1,1,Master
2024-07-01 21:18:45,France,166.76,1,PSP1,0,Master
2024-07-01 21:21:10,Germany,267.78,1,PSP1,1,Visa
2024-07-01 21:35:21,Austria,335.4,0,PSP5,0,Visa
2024-07-01 21:39:30,Germany,293.75,1,PSP4,0,Gold
2024-07-01 21:53:48,Spain,234.13,0,PSP1,0,Visa
2024-07-01 21:55:13,Spain,46.03,0,PSP2,1,Platinum
2024-07-01 22:15:19,Germany,219.68,1,PSP2,0,Platinum
2024-07-01 22:18:48,Spain,342.99,1,PSP1,1,Gold
2024-07-01 22:36:41,Spain,406.93,1,PSP4,1,Platinum
2024-07-01 22:38:37,Spain,377.95,0,PSP4,0,Master
2024-07-01 22:48:33,Spain,322.14,0,PSP3,1,Platinum
2024-07-01 22:48:56,Spain,322.14,0,PSP3,1,Platinum
2024-07-01 22:49:12,Spain,322.14,0,PSP3,1,Platinum
2024-07-01 22:49:59,Spain,15.64,1,PSP3,0,Master
2024-07-01 23:07:49,Spain,59.57,0,PSP3,0,Platinum
2024-07-01 23:16:35,France,58.06,0,PSP5,0,Visa
2024-07-01 23:29:17,Spain,473.75,1,PSP5,1,Gold
2024-07-01 23:34:35,Germany,489.69,1,PSP1,1,Gold
2024-07-02 00:33:00,Germany,241.09,1,PSP3,0,Visa
2024-07-02 00:34:03,France,443.75,0,PSP2,1,Master
2024-07-02 00:36:49,France,130.42,0,PSP5,1,Visa
2024-07-02 00:40:24,France,277.27,1,PSP4,1,Gold
2024-07-02 00:51:34,Austria,321.36,0,PSP3,1,Platinum
2024-07-02 00:52:03,Austria,321.36,0,PSP3,1,Platinum
2024-07-02 00:52:08,Austria,321.36,0,PSP3,1,Platinum
2024-07-02 00:52:31,Austria,321.36,0,PSP3,1,Platinum
2024-07-02 00:59:08,Spain,131.22,0,PSP4,0,Platinum
2024-07-02 01:00:35,France,142.36,1,PSP5,0,Gold
2024-07-02 01:00:48,France,107.01,0,PSP5,0,Master
2024-07-02 01:10:41,France,317.28,1,PSP2,1,Visa
2024-07-02 01:22:52,Spain,317.46,1,PSP2,1,Platinum
2024-07-02 01:29:25,Spain,493.74,1,PSP3,0,Visa
2024-07-02 01:45:21,Spain,344.01,1,PSP1,1,Platinum
2024-07-02 01:47:24,France,185.52,0,PSP5,1,Platinum
2024-07-02 01:49:40,France,346.97,0,PSP5,1,Platinum
2024-07-02 01:49:50,France,346.97,0,PSP5,1,Platinum
2024-07-02 01:50:29,France,346.97,0,PSP5,1,Platinum
2024-07-02 01:56:08,Austria,226.79,1,PSP4,0,Platinum
2024-07-02 02:00:13,France,8.09,1,PSP5,1,Visa
2024-07-02 02:08:07,Spain,412.51,0,PSP3,0,Platinum
2024-07-02 02:13:27,France,417.96,0,PSP2,1,Gold
2024-07-02 02:19:36,France,219.68,0,PSP3,0,Master
2024-07-02 02:20:45,Austria,321.32,1,PSP5,0,Platinum
2024-07-02 02:31:02,Austria,109.22,1,PSP4,1,Platinum
2024-07-02 02:31:08,Spain,29.05,0,PSP4,1,Gold
2024-07-02 02:33:06,Germany,341.45,0,PSP1,0,Visa
2024-07-02 02:33:28,France,65.88,0,PSP4,0,Gold
2024-07-02 02:45:30,Spain,404.16,1,PSP2,1,Gold
2024-07-02 02:59:16,Austria,333.64,1,PSP5,1,Visa
2024-07-02 02:59:42,Germany,117.41,1,PSP3,0,Visa
2024-07-02 03:07:58,France,357.81,1,PSP2,0,Master
2024-07-02 03:08:08,Germany,450.29,0,PSP1,0,Platinum
2024-07-02 03:15:01,Austria,278.54,0,PSP4,0,Gold
2024-07-02 03:22:40,Spain,212.85,1,PSP5,1,Master
2024-07-02 03:43:27,Austria,29.17,1,PSP4,0,Master
2024-07-02 03:57:22,France,277.08,1,PSP2,0,Visa
2024-07-02 04:08:03,Austria,177.8,0,PSP5,0,Platinum
2024-07-02 04:13:26,Spain,461.54,0,PSP4,0,Platinum
2024-07-02 04:17:52,Germany,495.1,0,PSP2,1,Master
2024-07-02 05:08:06,France,303.54,0,PSP5,1,Platinum
2024-07-02 05:08:08,France,217.18,0,PSP1,1,Gold
2024-07-02 05:08:20,France,303.54,0,PSP5,1,Platinum
2024-07-02 05:08:52,France,303.54,0,PSP5,1,Platinum
2024-07-02 05:26:27,Spain,396.98,0,PSP2,0,Master
2024-07-02 05:30:29,Germany,355.13,0,PSP1,1,Gold
2024-07-02 05:38:20,Spain,371.57,0,PSP4,0,Visa
2024-07-02 05:40:39,Austria,82.82,1,PSP5,1,Visa
2024-07-02 05:41:24,Austria,341.52,0,PSP2,0,Master
2024-07-02 05:42:03,Austria,341.52,0,PSP2,0,Master
2024-07-02 05:42:18,Austria,341.52,0,PSP2,0,Master
2024-07-02 05:46:04,Spain,12.95,0,PSP5,1,Platinum
2024-07-02 05:46:12,Spain,12.95,0,PSP5,1,Platinum
2024-07-02 05:46:25,Spain,12.95,0,PSP5,1,Platinum
2024-07-02 05:46:49,Spain,12.95,0,PSP5,1,Platinum
2024-07-02 05:57:19,Austria,67.35,0,PSP1,1,Master
2024-07-02 06:06:05,Germany,367.44,1,PSP3,1,Visa
2024-07-02 06:06:53,France,487.15,0,PSP1,0,Visa
2024-07-02 06:07:17,France,487.15,0,PSP1,0,Visa
2024-07-02 06:12:27,France,26.55,0,PSP3,1,Visa
2024-07-02 06:15:13,Austria,19.51,0,PSP3,1,Visa
2024-07-02 06:15:57,Austria,19.51,0,PSP3,1,Visa
2024-07-02 06:16:01,Austria,19.51,0,PSP3,1,Visa
2024-07-02 06:16:13,Austria,19.51,0,PSP3,1,Visa
2024-07-02 06:25:46,Germany,332.24,0,PSP5,1,Visa
2024-07-02 06:36:09,Spain,140.24,0,PSP3,0,Gold
2024-07-02 06:41:52,Spain,351.65,0,PSP4,1,Gold
2024-07-02 06:42:22,Austria,481.89,1,PSP2,1,Platinum
2024-07-02 06:49:33,Spain,296.62,1,PSP1,0,Platinum
2024-07-02 06:50:07,Spain,282.21,0,PSP1,0,Visa
2024-07-02 06:54:59,Austria,358.97,0,PSP4,1,Platinum
2024-07-02 07:02:32,Spain,223.39,1,PSP3,1,Gold
2024-07-02 07:24:01,Germany,235.93,1,PSP3,0,Platinum
2024-07-02 07:29:55,Austria,113.84,0,PSP1,0,Platinum
2024-07-02 07:41:59,France,297.06,1,PSP4,0,Master
2024-07-02 07:51:15,Germany,347.06,0,PSP5,0,Visa
2024-07-02 07:51:44,Germany,347.06,0,PSP5,0,Visa
2024-07-02 07:52:18,Spain,283.87,0,PSP3,0,Platinum
2024-07-02 07:59:20,France,14.52,0,PSP4,1,Gold
2024-07-02 07:59:44,France,14.52,0,PSP4,1,Gold
2024-07-02 08:00:14,France,14.52,0,PSP4,1,Gold
2024-07-02 08:09:46,France,349.43,1,PSP2,0,Platinum
2024-07-02 08:17:44,Germany,486.1,0,PSP2,0,Master
2024-07-02 08:32:17,Spain,131.06,1,PSP2,1,Visa
2024-07-02 08:33:20,France,101.71,0,PSP5,1,Platinum
2024-07-02 08:35:56,France,181.21,1,PSP4,0,Platinum
2024-07-02 08:39:56,Germany,215.93,1,PSP4,0,Platinum
2024-07-02 08:44:05,Austria,31.69,0,PSP5,0,Visa
2024-07-02 08:45:24,Germany,199.01,1,PSP5,0,Platinum
2024-07-02 08:48:49,Spain,263.49,0,PSP5,0,Gold
2024-07-02 09:04:02,Germany,303.53,1,PSP3,1,Visa
2024-07-02 09:07:42,Spain,302.59,1,PSP4,1,Platinum
2024-07-02 09:19:36,France,326.04,1,PSP2,1,Platinum
2024-07-02 09:21:39,Austria,339.72,1,PSP4,1,Platinum
2024-07-02 09:26:10,Germany,294.55,1,PSP4,0,Master
2024-07-02 09:45:14,Spain,41.87,1,PSP1,1,Master
2024-07-02 09:56:19,Germany,116.51,0,PSP3,1,Platinum
2024-07-02 09:56:25,Germany,116.51,0,PSP3,1,Platinum
2024-07-02 09:56:59,Germany,116.51,0,PSP3,1,Platinum
2024-07-02 09:57:15,Germany,116.51,0,PSP3,1,Platinum
2024-07-02 09:58:54,Germany,348.28,0,PSP5,0,Master
2024-07-02 10:02:16,Germany,330.08,1,PSP5,0,Master
2024-07-02 10:07:05,France,322.68,0,PSP3,1,Platinum
2024-07-02 10:09:54,France,446.55,1,PSP4,1,Platinum
2024-07-02 10:12:16,Germany,111.49,1,PSP4,0,Master
2024-07-02 10:22:01,Austria,55.02,1,PSP3,1,Gold
2024-07-02 10:28:32,Germany,87.83,0,PSP3,0,Visa
2024-07-02 10:36:43,Spain,107.09,0,PSP1,1,Platinum
2024-07-02 10:43:45,Austria,113.24,1,PSP2,0,Gold
2024-07-02 11:10:25,Germany,113.33,1,PSP5,0,Visa
2024-07-02 11:23:29,Spain,253.5,0,PSP3,1,Gold
2024-07-02 11:24:20,France,294.69,0,PSP3,1,Platinum
2024-07-02 11:25:09,France,294.69,0,PSP3,1,Platinum
2024-07-02 11:52:05,France,56.01,1,PSP2,1,Gold
2024-07-02 12:02:35,Germany,385.0,0,PSP4,0,Gold
2024-07-02 12:03:31,Germany,385.0,0,PSP4,0,Gold
2024-07-02 12:14:05,Spain,266.48,1,PSP5,0,Master
2024-07-02 12:31:44,Austria,327.0,0,PSP4,1,Master
2024-07-02 12:32:06,Austria,327.0,0,PSP4,1,Master
2024-07-02 12:32:24,Austria,327.0,0,PSP4,1,Master
2024-07-02 12:33:40,Austria,50.88,1,PSP4,1,Visa
2024-07-02 12:38:10,Austria,372.26,1,PSP5,1,Platinum
2024-07-02 12:44:46,Austria,402.53,1,PSP3,0,Master
2024-07-02 13:10:13,France,340.4,0,PSP3,1,Gold
